STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 49,17120120,3,     ,     ,     ,     ,                    ,     ,
 49,17120121,1,     ,     ,     ,     ,                    ,     ,
 49,17120121,2,     ,  370,     ,     ,                    ,     ,
 49,17120121,3,     ,     ,     ,     ,                    ,     ,
 49,17120122,1,     ,     ,     ,     ,                    ,     ,
 49,17120122,2,     ,  380,     ,     ,                    ,     ,
 49,17120122,3,     ,     ,     ,     ,                    ,     ,
 49,17120123,1,     ,     ,     ,     ,                    ,     ,
 49,17120123,2,     ,  380,     ,     ,                    ,     ,
 49,17120123,3,     ,     ,     ,     ,                    ,     ,
 49,17120124,1,     ,     ,     ,     ,                    ,     ,
 49,17120124,2,     ,  360,     ,     ,                    ,     ,
 49,17120124,3,     ,     ,     ,     ,                    ,     ,
 49,17120125,1,     ,     ,     ,     ,                    ,     ,
 49,17120125,2,     ,  340,     ,     ,                    ,     ,
 49,17120125,3,     ,     ,     ,     ,                    ,     ,
 49,17120126,1,     ,     ,     ,     ,                    ,     ,
 49,17120126,2,     ,  330,     ,     ,                    ,     ,
 49,17120126,3,     ,     ,     ,     ,                    ,     ,
 49,17120127,1,     ,     ,     ,     ,                    ,     ,
 49,17120127,2,     ,  320,     ,     ,                    ,     ,
 49,17120127,3,     ,     ,     ,     ,                    ,     ,
 49,17120128,1,     ,     ,     ,     ,                    ,     ,
 49,17120128,2,     ,  310,     ,     ,                    ,     ,
 49,17120128,3,     ,     ,     ,     ,                    ,     ,
 49,17120129,1,     ,     ,     ,     ,                    ,     ,
 49,17120129,2,     ,  320,     ,     ,                    ,     ,
 49,17120129,3,     ,     ,     ,     ,                    ,     ,
 49,17120130,1,     ,     ,     ,     ,                    ,     ,
 49,17120130,2,     ,  310,     ,     ,                    ,     ,
 49,17120130,3,     ,     ,     ,     ,                    ,     ,
 49,17120131,1,     ,     ,     ,     ,                    ,     ,
 49,17120131,2,     ,  330,     ,     ,                    ,     ,
 49,17120131,3,     ,     ,     ,     ,                    ,     ,
 49,17120201,1,     ,     ,     ,     ,                    ,     ,
 49,17120201,2,     ,  320,     ,     ,                    ,     ,
 49,17120201,3,     ,     ,     ,     ,                    ,     ,
 49,17120202,1,     ,     ,     ,     ,                    ,     ,
 49,17120202,2,     ,  310,     ,     ,                    ,     ,
 49,17120202,3,     ,     ,     ,     ,                    ,     ,
 49,17120203,1,     ,     ,     ,     ,                    ,     ,
 49,17120203,2,     ,  330,     ,     ,                    ,     ,
 49,17120203,3,     ,     ,     ,     ,                    ,     ,
 49,17120204,1,     ,     ,     ,     ,                    ,     ,
 49,17120204,2,     ,  380,     ,     ,                    ,     ,
 49,17120204,3,     ,     ,     ,     ,                    ,     ,
 49,17120205,1,     ,     ,     ,     ,                    ,     ,
 49,17120205,2,     ,  410,     ,     ,                    ,     ,
 49,17120205,3,     ,     ,     ,     ,                    ,     ,
 49,17120206,1,     ,     ,     ,     ,                    ,     ,
 49,17120206,2,     ,  420,     ,     ,                    ,     ,
 49,17120206,3,     ,     ,     ,     ,                    ,     ,
 49,17120207,1,     ,     ,     ,     ,                    ,     ,
 49,17120207,2,     ,  430,     ,     ,                    ,     ,
 49,17120207,3,     ,     ,     ,     ,                    ,     ,
 49,17120208,1,     ,     ,     ,     ,                    ,     ,
 49,17120208,2,     ,  440,     ,     ,                    ,     ,
 49,17120208,3,     ,     ,     ,     ,                    ,     ,
 49,17120209,1,     ,     ,     ,     ,                    ,     ,
 49,17120209,2,     ,  450,     ,     ,                    ,     ,
 49,17120209,3,     ,     ,     ,     ,                    ,     ,
 49,17120210,1,     ,     ,     ,     ,                    ,     ,
 49,17120210,2,     ,  490,     ,     ,                    ,     ,
 49,17120210,3,     ,     ,     ,     ,                    ,     ,
 49,17120211,1,     ,     ,     ,     ,                    ,     ,
 49,17120211,2,     ,  410,     ,     ,                    ,     ,
 49,17120211,3,     ,     ,     ,     ,                    ,     ,
 49,17120212,1,     ,     ,     ,     ,                    ,     ,
 49,17120212,2,     ,  420,     ,     ,                    ,     ,
 49,17120212,3,     ,     ,     ,     ,                    ,     ,
 49,17120213,1,     ,     ,     ,     ,                    ,     ,
 49,17120213,2,     ,  430,     ,     ,                    ,     ,
 49,17120213,3,     ,     ,     ,     ,                    ,     ,
 49,17120214,1,     ,     ,     ,     ,                    ,     ,
 49,17120214,2,     ,  410,     ,     ,                    ,     ,
 49,17120214,3,     ,     ,     ,     ,                    ,     ,
 49,17120215,1,     ,     ,     ,     ,                    ,     ,
 49,17120215,2,     ,  430,     ,     ,                    ,     ,
 49,17120215,3,     ,     ,     ,     ,                    ,     ,
 49,17120216,1,     ,     ,     ,     ,                    ,     ,
 49,17120216,2,     ,  440,     ,     ,                    ,     ,
 49,17120216,3,     ,     ,     ,     ,                    ,     ,
 49,17120217,1,     ,     ,     ,     ,                    ,     ,
 49,17120217,2,     ,  440,     ,     ,                    ,     ,
 49,17120217,3,     ,     ,     ,     ,                    ,     ,
 49,17120218,1,     ,     ,     ,     ,                    ,     ,
 49,17120218,2,     ,  440,     ,     ,                    ,     ,
 49,17120218,3,     ,     ,     ,     ,                    ,     ,
 49,17120219,1,     ,     ,     ,     ,                    ,     ,
 49,17120219,2,     ,  410,     ,     ,                    ,     ,
 49,17120219,3,     ,     ,     ,     ,                    ,     ,
 49,17120220,1,     ,     ,     ,     ,                    ,     ,
 49,17120220,2,     ,  400,     ,     ,                    ,     ,
 49,17120220,3,     ,     ,     ,     ,                    ,     ,
 49,17120221,1,     ,     ,     ,     ,                    ,     ,
 49,17120221,2,     ,  390,     ,     ,                    ,     ,
 49,17120221,3,     ,     ,     ,     ,                    ,     ,
 49,17120222,1,     ,     ,     ,     ,                    ,     ,
 49,17120222,2,     ,  380,     ,     ,                    ,     ,
 49,17120222,3,     ,     ,     ,     ,                    ,     ,
 49,17120223,1,     ,     ,     ,     ,                    ,     ,
 49,17120223,2,     ,  390,     ,     ,                    ,     ,
 49,17120223,3,     ,     ,     ,     ,                    ,     ,
 49,17120224,1,     ,     ,     ,     ,                    ,     ,
 49,17120224,2,     ,  400,     ,     ,                    ,     ,
 49,17120224,3,     ,     ,     ,     ,                    ,     ,
 49,17120225,1,     ,     ,     ,     ,                    ,     ,
 49,17120225,2,     ,  410,     ,     ,                    ,     ,
 49,17120225,3,     ,     ,     ,     ,                    ,     ,
 49,17120226,1,     ,     ,     ,     ,                    ,     ,
 49,17120226,2,     ,  410,     ,     ,                    ,     ,
 49,17120226,3,     ,     ,     ,     ,                    ,     ,
 49,17120227,1,     ,     ,     ,     ,                    ,     ,
 49,17120227,2,     ,  420,     ,     ,                    ,     ,
 49,17120227,3,     ,     ,     ,     ,                    ,     ,
 49,17120228,1,     ,     ,     ,     ,                    ,     ,
 49,17120228,2,     ,  410,     ,     ,                    ,     ,
 49,17120228,3,     ,     ,     ,     ,                    ,     ,
 49,17120229,1,     ,     ,     ,     ,                    ,     ,
 49,17120229,2,     ,  390,     ,     ,                    ,     ,
 49,17120229,3,     ,     ,     ,     ,                    ,     ,
 49,17120301,1,     ,     ,     ,     ,                    ,     ,
 49,17120301,2,     ,  390,     ,     ,                    ,     ,
 49,17120301,3,     ,     ,     ,     ,                    ,     ,
 49,17120302,1,     ,     ,     ,     ,                    ,     ,
 49,17120302,2,     ,  400,     ,     ,                    ,     ,
 49,17120302,3,     ,     ,     ,     ,                    ,     ,
 49,17120303,1,     ,     ,     ,     ,                    ,     ,
 49,17120303,2,     ,  410,     ,     ,                    ,     ,
 49,17120303,3,     ,     ,     ,     ,                    ,     ,
 49,17120304,1,     ,     ,     ,     ,                    ,     ,
 49,17120304,2,     ,  410,     ,     ,                    ,     ,
 49,17120304,3,     ,     ,     ,     ,                    ,     ,
 49,17120305,1,     ,     ,     ,     ,                    ,     ,
 49,17120305,2,     ,  410,     ,     ,                    ,     ,
 49,17120305,3,     ,     ,     ,     ,                    ,     ,
 49,17120306,1,     ,     ,     ,     ,                    ,     ,
 49,17120306,2,     ,  410,     ,     ,                    ,     ,
 49,17120306,3,     ,     ,     ,     ,                    ,     ,
 49,17120307,1,     ,     ,     ,     ,                    ,     ,
 49,17120307,2,     ,  430,     ,     ,                    ,     ,
 49,17120307,3,     ,     ,     ,     ,                    ,     ,
 49,17120308,1,     ,     ,     ,     ,                    ,     ,
 49,17120308,2,     ,  430,     ,     ,                    ,     ,
 49,17120308,3,     ,     ,     ,     ,                    ,     ,
 49,17120309,1,     ,     ,     ,     ,                    ,     ,
 49,17120309,2,     ,  440,     ,     ,                    ,     ,
 49,17120309,3,     ,     ,     ,     ,                    ,     ,
 49,17120310,1,     ,     ,     ,     ,                    ,     ,
 49,17120310,2,     ,  450,     ,     ,                    ,     ,
 49,17120310,3,     ,     ,     ,     ,                    ,     ,
 49,17120311,1,     ,     ,     ,     ,                    ,     ,
 49,17120311,2,     ,  450,     ,     ,                    ,     ,
 49,17120311,3,     ,     ,     ,     ,                    ,     ,
 49,17120312,1,     ,     ,     ,     ,                    ,     ,
 49,17120312,2,     ,  450,     ,     ,                    ,     ,
 49,17120312,3,     ,     ,     ,     ,                    ,     ,
 49,17120313,1,     ,     ,     ,     ,                    ,     ,
 49,17120313,2,     ,  450,     ,     ,                    ,     ,
 49,17120313,3,     ,     ,     ,     ,                    ,     ,
 49,17120314,1,     ,     ,     ,     ,                    ,     ,
 49,17120314,2,     ,  420,     ,     ,                    ,     ,
 49,17120314,3,     ,     ,     ,     ,                    ,     ,
 49,17120315,1,     ,     ,     ,     ,                    ,     ,
 49,17120315,2,     ,  390,     ,     ,                    ,     ,
 49,17120315,3,     ,     ,     ,     ,                    ,     ,
 49,17120316,1,     ,     ,     ,     ,                    ,     ,
 49,17120316,2,     ,  390,     ,     ,                    ,     ,
 49,17120316,3,     ,     ,     ,     ,                    ,     ,
 49,17120317,1,     ,     ,     ,     ,                    ,     ,
 49,17120317,2,     ,  390,     ,     ,                    ,     ,
 49,17120317,3,     ,     ,     ,     ,                    ,     ,
 49,17120318,1,     ,     ,     ,     ,                    ,     ,
 49,17120318,2,     ,  390,     ,     ,                    ,     ,
 49,17120318,3,     ,     ,     ,     ,                    ,     ,
 49,17120319,1,     ,     ,     ,     ,                    ,     ,
 49,17120319,2,     ,  390,     ,     ,                    ,     ,
 49,17120319,3,     ,     ,     ,     ,                    ,     ,
 49,17120320,1,     ,     ,     ,     ,                    ,     ,
 49,17120320,2,     ,  390,     ,     ,                    ,     ,
 49,17120320,3,     ,     ,     ,     ,                    ,     ,
